,SMARCA1,FMO4,HLF,AKAP12,LINC00862,SEMA4A,TUBB3,UGGT2,DBP,GSTM2,STRIP2,ATP13A5,ITGA9-AS1,SDR42E1,NKILA,PRSS12,TEF,PCDHA13,HTR1D,ITGB1-DT,PNMA1,ADAMTS6,LINC00346,FAM83A-AS1,BLOC1S4,TP53I3,VAV2,INSYN1-AS1,PLEKHG2,LINC02598,GVQW2,DNAJC10,CTTNBP2,IBTK,FAM117A,FUBP1,JPH1,WSCD2,SLC52A1,RHOF,ABL2,CBX7,ASTE1,COLCA1,TM9SF1,LRP10,HARS2,SLC9A9,COBLL1,FBXO4,FAM222B,IRX6,SLC15A2,SYNPR-AS1,PVR,SLC1A4,KLRG2,LINC00240,BZW1,train_mean_me1,train_mean_me2,train_mean_me3
TRAIN_0427,4.3182,3.4219,1.4288,2.9647,-2.34,5.7841,3.1719,3.7441,4.1029,4.0459,2.5944,-2.5005,-0.1786,4.5015,1.636,5.4677,4.6887,-5.003,-4.266,-1.9441,5.0698,-0.3981,0.9277,4.6498,3.1038,4.6629,6.7523,-3.7806,5.5997,-1.73,-0.9733,5.9196,1.5465,5.3825,3.5426,6.8846,4.151,3.7685,3.9129,1.9705,5.7775,4.1306,3.5193,1.1868,2.8938,7.3497,5.5045,3.8225,5.8036,3.6031,4.9094,-1.4587,4.6209,-1.9441,6.436,6.421,2.7362,0.5719,6.7256,0.039006878,-0.027366581,0.042825277
TRAIN_0428,5.919,3.6602,3.3126,5.6692,-2.796,6.3277,2.195,4.1277,4.3063,4.6083,0.8129,0.1675,-0.0735,4.936,1.5964,4.5242,5.6345,-2.796,-1.6584,-5.1179,4.9415,0.6635,1.3251,-5.1179,2.9749,4.7417,5.1664,-3.5329,6.6971,-5.1179,-1.0304,6.5074,1.482,5.2883,3.7245,6.2259,3.9017,3.7494,4.2506,0.4968,5.7579,5.2097,3.4018,2.8188,2.5756,7.1052,4.6618,3.9183,5.9623,4.5563,4.7385,5.7221,3.6602,-2.796,6.2867,6.5381,1.1489,1.5686,6.1669,0.04097542,-0.017553421,0.018719462
TRAIN_0429,4.1102,3.7604,4.8082,1.4879,-4.218,6.6803,1.2348,3.0766,3.335,6.6626,4.6002,4.0793,0.2544,4.5119,-1.5858,1.3848,4.4208,-1.7851,0.6792,-2.8395,6.4697,-0.1306,0.2802,0.6399,4.2107,3.9408,5.1115,-0.3902,5.1609,-4.218,-0.5627,6.355,4.3342,4.923,4.4062,6.4421,3.9982,2.2834,5.2303,1.9797,5.1781,4.9302,4.2107,5.098,3.1794,7.8141,4.3989,3.8032,6.9054,4.1084,4.9909,1.4768,5.1169,0.4258,5.037,6.4328,4.4579,2.2381,7.0097,0.054955052,-0.002529447,0.022904288
TRAIN_0430,5.3005,2.8804,3.5834,5.1617,-4.2267,5.6984,2.6612,4.187,2.1484,5.7352,0.9026,0.6026,2.1779,4.7985,4.1589,4.94,4.9866,-5.4491,-1.7486,-1.9896,5.1287,1.7765,1.7375,-3.8641,3.2777,4.3241,5.5025,-1.2011,6.325,-0.1392,1.1004,8.242,1.5244,5.1281,4.2508,6.7107,3.9078,2.9532,3.4203,-0.2138,5.2436,5.6958,3.8433,2.3985,2.7225,6.8318,4.4453,2.8471,5.0498,4.9824,4.5429,2.8982,3.896,-0.9255,4.4042,6.0353,1.3279,2.6188,6.2559,0.017248765,0.035947928,0.020030977
TRAIN_0431,6.1151,2.8893,2.3997,0.5812,-3.102,6.0922,-2.4102,2.4094,4.3643,7.7008,2.9237,-0.6527,1.4783,2.5396,-3.102,3.6864,3.1532,-5.2175,-1.1878,-5.2175,5.7184,-3.343,-2.4102,-0.1443,3.4864,3.9566,0.8342,-5.2175,4.0855,-0.7801,0.5639,6.4764,5.1658,5.4942,4.7942,6.6752,4.7068,-6.8025,3.862,0.3165,4.8007,4.3428,4.4904,1.8012,2.544,7.5058,4.8145,3.2323,6.2895,3.4106,4.7858,3.396,5.3271,-3.9951,4.6254,7.1946,2.544,1.9822,7.2686,0.059910757,-0.027187407,-0.018238682
TRAIN_0432,5.2222,3.0036,4.284,2.6641,-1.9174,4.4077,3.7214,3.8547,4.6363,3.2596,0.224,-1.2499,0.7094,3.8328,2.491,-1.361,3.864,-4.4199,3.5669,0.0175,5.4303,-0.4502,3.5285,1.3261,4.9043,4.5641,4.23,-6.0048,3.8824,-3.6829,-1.361,5.8574,0.224,5.0991,3.4484,6.5067,0.3702,-1.7569,2.0666,3.0148,4.7757,2.981,3.127,1.896,2.4423,7.2492,3.7977,2.4668,2.9465,5.0833,3.7551,4.8033,1.8839,-1.0506,4.068,5.6122,-2.5454,-0.1222,8.0009,-0.030349244,-0.02180598,-0.014751437
TRAIN_0433,5.7891,1.5275,1.5071,1.5275,1.0818,5.1266,3.6131,4.5438,3.3816,3.313,2.4065,-1.932,0.2005,3.7141,1.0818,3.1717,2.1555,-2.173,-0.6782,-4.0474,5.4086,1.0258,0.9675,1.8188,3.7959,5.5825,4.7907,-5.6324,5.3865,-3.3105,-0.8775,7.0777,0.1489,5.0878,4.5438,6.0405,2.8229,-2.8251,0.4761,1.3334,4.1862,3.0646,2.6576,2.1424,3.3927,7.489,4.5287,2.3955,4.0276,3.1258,4.3605,-1.3845,3.3591,0.9675,5.6582,4.5338,3.8001,2.4709,7.2046,-0.035637672,-0.015909273,-0.030943013
TRAIN_0434,5.1703,0.3339,0.4613,3.1349,-0.0737,2.5063,4.3763,6.1377,3.3641,2.4765,3.8604,-1.1649,0.9698,4.0581,3.0429,-2.8811,1.8273,-5.6884,-2.5185,-0.403,4.9012,0.0929,1.5307,-0.1338,5.0094,6.3232,4.2788,-2.8811,5.0094,-0.8304,-0.1966,8.654,-2.8811,5.5313,3.1664,6.0843,1.1318,-5.6884,-2.229,0.1445,3.4175,1.7294,2.383,5.5241,3.3587,6.7418,4.3045,1.106,3.8604,2.8233,3.4175,-0.2622,3.1789,0.6154,4.2349,6.3927,-1.0446,2.3614,8.5196,-0.038051734,-0.03139667,-0.084582397
TRAIN_0435,6.7651,2.6124,0.8835,5.98,1.176,4.4886,2.9248,4.7218,4.5332,3.5516,2.3755,-0.1437,0.3067,2.8186,1.9182,2.8299,4.9792,-2.0479,4.1019,-1.0274,5.7449,0.6107,2.956,2.1738,3.8788,4.438,6.0536,-3.0897,6.45,-3.4767,-0.9873,7.1857,3.079,6.69,3.6816,6.5018,3.2417,1.4917,1.8535,3.6644,5.3858,4.0879,3.5984,1.0274,3.911,9.0571,4.5931,2.454,5.527,5.0375,5.8968,-0.3317,6.0211,0.571,5.2133,6.0026,2.187,-0.1437,8.0398,-0.018314367,0.056074346,-0.021610982
TRAIN_0436,6.2293,1.8778,4.4117,2.354,-1.4124,5.9005,2.2783,4.6686,3.3972,3.467,2.7329,-1.1811,1.7151,4.5905,0.8842,3.908,5.9099,-5.936,-4.351,-4.351,3.3471,-2.4765,1.9032,0.2539,4.2698,6.0693,4.9274,-4.351,3.5049,-3.614,-2.2355,7.3292,0.4039,6.501,4.339,6.5431,1.7714,-2.0291,-0.1546,1.1408,4.4596,4.7142,3.3425,1.6861,2.6677,7.3333,5.3419,2.9799,4.8993,5.1442,5.6523,1.7294,5.2886,0.3678,4.4358,5.7155,0.9829,1.4987,7.6065,-0.019243073,-0.005027025,-0.008888716
TRAIN_0437,7.0635,3.5624,4.7192,4.1077,-1.1925,5.9805,1.7643,3.965,4.3098,3.5913,0.3571,0.5884,1.3969,2.8795,1.8873,5.1914,4.6413,-2.4503,-0.5309,-5.3889,4.9536,1.465,2.52,-1.482,4.9394,4.5658,5.1945,-6.9738,4.5755,-3.2734,-1.7644,6.9873,2.0568,5.75,4.4456,6.4767,3.6888,0.6482,2.7214,1.7092,5.2535,4.4973,3.0774,5.1376,3.036,7.5814,4.9349,3.3649,5.5762,3.2172,5.1396,-1.1409,5.1545,-0.079,5.43,5.6521,1.3254,1.1503,6.847,-0.013177833,0.002616794,-0.002443651
TRAIN_0438,6.967,1.4227,2.9393,3.7657,-1.656,5.8395,4.0435,5.5936,3.6869,2.3221,5.0677,-6.514,-0.2851,4.0397,4.2813,-0.6811,4.26,1.1795,-1.8701,-2.4265,6.569,2.2641,4.1558,2.9434,4.474,5.8417,6.089,-6.514,6.6129,-3.344,-4.929,8.2601,2.0291,6.4073,4.371,7.0146,1.9739,-2.1216,-1.1564,0.8869,5.409,3.1743,2.169,3.2123,4.1505,8.252,5.5171,1.5139,4.7058,3.4446,6.0773,2.119,2.6535,-0.2851,6.3088,6.4802,-0.5832,0.6256,7.391,-0.049769714,0.025129413,-0.056315422
TRAIN_0439,7.0897,0.9875,-2.5694,9.528,2.5535,2.0655,3.8761,4.7209,1.9347,0.6726,6.9488,-6.2699,-2.8104,-2.8104,2.585,2.7608,5.3071,-1.3157,2.4061,2.9125,7.6437,5.5144,3.0086,0.1052,4.4859,5.6314,5.9754,-3.0999,5.7625,-6.2699,-1.8776,7.3775,-0.3391,6.0907,1.7245,7.541,2.5213,-3.9479,-3.9479,2.9469,6.7839,3.1374,2.9757,-3.0999,4.0097,8.7811,5.6818,3.5487,3.4008,2.7989,4.923,-3.9479,-0.3391,-4.6849,7.7531,4.1679,-6.2699,-1.626,8.41,-0.057174609,0.043214488,-0.037379213
TRAIN_0440,5.8819,3.644,5.4858,2.3897,-1.4985,4.5992,3.6493,5.1707,4.3555,3.7677,2.3707,-1.5947,1.436,2.9546,2.136,0.8419,3.5402,-2.3652,1.7421,-1.4083,4.6486,-0.7803,-0.522,0.4662,5.2006,4.8944,5.6581,-4.8677,7.5318,-4.8677,-0.8981,6.67,2.1435,5.8593,4.6368,6.4074,2.5102,-2.7523,0.6026,1.692,4.2624,4.1048,3.4647,2.8211,2.7737,7.5247,5.1907,3.0884,3.7285,5.9062,5.3348,-2.2048,5.0062,1.7122,4.9196,4.2761,0.1172,1.7616,7.3868,-0.021758141,0.049371266,0.008697474
TRAIN_0441,5.7842,1.5973,1.8151,5.7828,-0.5181,5.3883,-0.082,5.2077,2.801,4.0562,2.4352,-3.8686,0.7752,3.7796,3.1426,0.2188,3.1471,-2.4901,0.2524,-3.3832,4.7745,2.7953,2.1975,0.2524,2.9516,3.3033,5.3296,-4.6056,6.5303,-4.6056,-2.2837,8.0887,-0.9052,5.7257,4.2821,6.6105,2.2648,-0.9811,-0.5758,0.6296,5.4797,4.2305,2.8943,6.6528,2.4854,7.3171,4.7527,2.9918,6.4634,2.3133,4.9173,-3.0206,2.7953,-3.0206,5.2002,5.8315,-0.2133,-0.3079,6.905,-0.037841426,0.019136692,-0.037443916
TRAIN_0442,5.6152,2.4318,-0.6136,5.4333,-0.0175,4.651,3.8135,4.8189,4.3769,2.4155,4.1878,-4.4549,-0.6823,-1.0857,2.6148,0.53,4.1487,-4.4549,2.705,1.7867,5.4323,1.507,-0.0175,3.0661,4.8344,5.0066,6.2354,-6.0399,4.3232,-3.7179,-2.8699,7.4141,-1.9524,5.7129,3.3503,6.6244,0.8056,-2.3394,0.5895,4.744,5.6445,3.6966,3.3155,0.6184,3.1962,7.8026,5.4645,2.145,2.9797,4.2421,6.0035,-0.4251,-0.6136,-6.0399,6.7232,4.7008,-0.9106,-0.2585,9.0178,-0.049921422,-0.004054644,-0.013996495
TRAIN_0443,4.2709,1.4131,4.0518,3.01,-4.5914,6.3102,-0.3435,4.572,4.4579,7.3735,1.4221,1.0351,1.6297,5.099,-0.9826,3.947,5.373,-3.7434,-2.0553,-3.2129,3.9838,-0.2551,-1.487,-2.0553,4.069,3.5915,5.4061,-5.3283,3.0853,-3.2129,0.9509,6.9926,2.7179,5.5992,5.4117,6.8638,3.2121,4.4069,1.9353,0.6181,4.3796,4.5187,3.8018,6.6001,2.038,7.1666,5.0643,3.4929,7.3041,4.5353,4.1708,3.1433,5.5838,-1.784,5.2824,8.4805,2.647,-0.0931,7.6647,0.04167584,-0.01806216,0.011510641
TRAIN_0444,5.4235,4.2041,1.0377,5.122,-2.4112,5.8308,3.7189,3.7627,3.1653,3.3848,3.6652,2.2326,-0.3686,4.5711,1.8306,4.6826,5.3923,-3.8851,-3.8851,-1.9258,4.9972,0.1248,2.0244,3.5383,3.2544,5.0623,5.2945,-7.0551,5.5608,-1.2737,-0.6457,6.7033,0.2578,5.0905,3.5879,6.6033,3.4478,-3.8851,-0.8262,0.4763,4.9481,3.9873,3.8631,2.1323,3.1483,8.0295,4.6493,3.6253,5.3391,3.5532,5.1189,-0.4552,4.7774,-2.6627,5.8236,5.1058,2.0297,1.2981,7.9311,0.036172293,-0.026315492,0.029773437
TRAIN_0445,5.1501,3.6332,1.8813,4.2653,-2.7565,5.8088,1.0124,4.499,3.3652,6.3168,2.153,2.6304,1.2292,5.4137,1.5464,4.3928,4.7961,-3.3039,-1.719,-2.2495,4.2931,1.6066,1.6786,-0.8959,3.1668,5.0721,4.7146,-1.1217,4.8524,-1.0271,-0.4966,6.7035,2.7949,5.2385,3.876,6.5082,2.852,2.9715,2.8458,0.2902,5.3071,4.0864,3.3869,6.4488,3.4663,7.7594,4.5979,4.8202,5.5799,4.492,4.2885,1.8505,4.6782,-1.332,5.0734,7.3134,1.9293,0.661,6.8994,0.034977193,0.00374704,0.010473432
TRAIN_0446,6.2417,6.0043,0.7887,4.8924,-3.509,7.3274,1.4759,4.1953,3.9441,4.019,2.5949,6.5621,0.2636,5.1717,2.6543,5.1497,5.001,-4.357,-2.772,-3.8715,4.8971,0.501,3.2474,0.9722,3.268,4.0685,4.3246,-6.6789,5.2193,0.2869,0.24,6.5763,-0.3038,5.8187,3.8747,7.0842,4.6368,-2.035,2.3351,0.0076,6.3623,4.8549,4.5967,3.7958,3.2941,7.6315,4.0934,3.0473,5.2815,3.8417,5.8222,2.6408,5.9728,-1.1243,6.3395,7.4793,2.8427,2.0592,6.97,0.038134559,-0.016362915,0.017941718
TRAIN_0447,4.4629,0.1557,-0.2215,3.5217,-3.4945,1.653,4.2296,3.9102,2.2334,1.5692,2.5668,-2.964,-1.7102,5.6983,-0.7818,2.562,4.9781,-2.964,6.4737,-3.4945,4.9238,2.1267,1.7149,-6.6644,3.6609,5.5671,6.6955,-5.0795,3.3813,-6.6644,0.4954,6.4553,-0.9365,5.5164,2.7214,7.3318,6.0227,-3.8571,-2.964,0.3243,4.7955,2.5328,3.7139,-0.0062,2.4204,6.0679,5.6345,1.7407,5.0673,3.0988,5.6362,-2.7575,3.0821,-0.7818,1.6163,5.6994,-0.3246,1.766,7.8745,-0.05801412,0.062004867,-0.0988368
TRAIN_0448,3.5917,1.6551,1.85,3.948,-1.0151,5.0948,2.2768,4.1246,4.0265,3.2496,2.1599,0.4255,0.0629,4.7317,1.5661,2.0048,3.8045,-5.4074,-1.0616,-2.4688,4.4552,0.3914,0.9792,-0.5494,4.2153,2.9369,6.4994,-5.4074,4.699,-4.6704,0.5233,6.4759,-0.2781,5.0276,5.5692,6.6165,3.1663,-3.8224,-1.211,0.9443,4.852,3.2733,3.798,6.0773,3.4578,7.2287,4.5473,2.7236,2.7642,3.9727,5.3699,-1.1097,4.7266,-3.2919,5.2962,6.4687,2.8262,1.1004,7.3949,-0.013499123,-0.030303205,-0.031006375
TRAIN_0449,4.7708,1.5578,2.2139,2.9272,-2.6535,6.072,0.372,3.9549,4.7819,5.5888,1.5126,-0.779,-0.0346,5.7841,-1.1632,2.8106,6.5725,-0.476,0.0731,-3.5864,4.1703,-0.817,-0.3316,-2.9584,3.4846,3.6572,5.497,-2.0014,4.1483,-2.9584,-0.9373,6.4886,2.3529,5.0506,4.1606,5.7349,3.1452,-2.1878,2.724,2.0283,4.9246,5.1055,3.3128,5.2617,2.6177,7.3587,5.0406,4.5159,5.5271,3.991,4.7603,-2.0916,3.9731,-0.817,5.1068,6.3573,4.8704,-1.9165,6.6497,0.036313995,0.06629468,0.065345694
TRAIN_0450,4.2758,2.432,3.6401,2.7462,-3.7223,6.5096,-0.8699,2.6527,4.825,6.7946,1.3792,-0.8261,0.1631,4.6619,0.6547,5.5959,4.9785,-6.8922,-1.4004,-5.3073,4.4692,-0.8699,-0.124,-0.124,2.9232,3.0865,5.7102,0.0026,4.5991,-1.2775,0.3652,6.1894,-0.8699,5.9652,4.7035,7.0679,3.7012,3.1617,3.4353,1.689,4.5564,4.2883,5.0833,2.8643,2.9296,7.5666,4.7467,4.6513,8.0727,3.6185,4.7982,0.7151,6.2453,-2.0342,5.7079,7.8862,2.7749,1.1246,7.7824,0.04825834,-0.052763504,0.008045407
TRAIN_0451,6.1798,2.5308,3.636,2.664,-1.5839,5.654,1.1314,6.3137,3.7545,6.8893,1.1195,-6.7934,1.3715,5.9479,-0.9107,4.0067,4.4032,-6.7934,1.4403,-1.3015,5.2824,-1.1787,4.2338,-3.986,3.2193,3.2928,5.2335,-1.508,4.2948,-3.0929,0.9277,6.9381,0.9413,5.3311,4.9333,6.1339,2.8305,-3.3339,2.9363,1.7651,4.026,3.5184,3.9183,3.9027,2.8451,7.3334,4.868,4.624,6.2114,5.1109,3.9773,3.2928,5.7417,0.5903,4.5291,8.001,3.5387,2.0043,7.6403,0.048697827,-0.012941875,9.51E-05
TRAIN_0452,3.9767,1.3058,5.6225,3.4928,-4.8027,6.0947,-0.1589,3.4038,4.3806,4.0915,1.7912,0.4376,0.6891,4.2079,0.3591,4.4551,5.1026,-4.3173,-1.3967,-3.0372,4.44,0.17,0.5548,-4.8027,2.6681,4.4579,4.7568,0.391,5.3076,-3.0372,-2.1705,5.8348,3.7739,5.1896,4.7606,5.8667,3.044,2.6319,3.0515,1.844,4.6306,4.6807,3.4594,3.0836,3.0339,7.8274,4.4822,6.1721,4.9153,3.4725,4.4997,3.1871,4.9803,-0.3045,4.0621,6.4531,3.8928,-0.136,6.3085,0.047311931,-0.041263582,0.024788139
TRAIN_0453,3.9509,1.1642,0.6257,6.0382,-3.7028,5.7022,1.1278,3.5734,3.6183,2.7641,4.6608,-3.9923,0.1139,4.4685,2.7035,5.1304,4.8975,-1.0125,1.6548,-1.2315,4.7109,-0.448,2.6532,1.3416,4.1261,4.3755,6.0903,-1.2796,5.0186,-2.4073,-0.5623,5.5091,0.1687,5.7026,3.2609,6.7406,3.1654,3.8609,2.2493,2.4543,5.5042,3.7766,2.9888,-0.8223,3.6604,7.8368,5.0316,3.3837,6.079,4.9143,5.135,1.6739,4.2551,-2.208,6.7001,6.3093,2.5434,1.8462,7.542,0.022289154,0.023148727,0.030017454
TRAIN_0454,4.6752,2.852,2.4546,4.0695,-2.9537,5.2645,2.2082,4.5334,4.0516,3.0658,1.0878,-4.5386,0.3391,4.2616,1.9109,5.5369,6.3681,-4.0532,-2.337,-1.9063,4.5557,0.1729,0.4882,-4.5386,4.1189,4.8856,5.4447,-6.8605,5.3015,-6.8605,-1.0792,7.1935,3.3379,5.7405,4.0381,6.5426,4.7684,-0.7108,0.2163,1.603,5.0369,4.2236,3.2623,2.0907,3.4489,7.4174,4.6308,3.4352,4.8678,4.7126,4.3665,3.0052,3.7569,-2.9537,4.9302,6.5732,3.1577,1.7652,7.5636,0.02736722,-0.007809182,0.075273158
TRAIN_0455,5.148,1.5935,3.7382,4.0124,-2.8053,6.3199,0.8738,4.0402,3.713,7.8892,1.8603,2.2349,1.1288,5.0488,-0.0996,4.193,5.2798,-3.7382,-4.0277,-4.3903,3.9515,0.7739,1.6758,0.3646,3.4845,4.2664,5.9324,-1.5252,5.2523,-3.2908,-0.8226,6.0379,1.406,5.4034,4.6045,6.4075,1.3835,2.1925,4.4592,1.1107,5.4062,4.2027,3.3579,5.176,3.6041,7.9698,4.9242,5.2864,6.234,3.8185,4.4902,2.2054,4.5049,-1.7058,4.6638,6.5694,3.488,0.3022,6.6515,0.034920369,-0.012051844,0.01818436
TRAIN_0456,5.7359,3.3034,0.2011,3.7573,-1.1599,5.9051,1.3426,4.286,3.5482,4.845,0.7897,1.9326,0.4986,4.9146,1.0442,5.0621,4.6809,0.2445,-2.7448,-1.9743,4.5659,-0.6425,1.4392,3.2565,3.4356,6.5303,5.563,-3.6624,4.6358,-1.7879,-0.2324,7.0376,-1.3405,5.0338,4.9722,6.5612,3.546,-0.0121,1.2498,1.2175,5.0817,4.6908,4.1852,8.0734,2.8312,7.8761,4.3432,4.2371,7.0567,3.227,4.9396,1.162,5.6482,-1.406,5.423,6.4607,2.8348,-0.9994,6.9824,0.03549166,-0.04675129,0.040374312
TRAIN_0457,5.1529,2.154,2.8533,4.637,-2.5079,6.2425,3.191,3.3926,3.3169,2.9289,2.2012,-0.0977,-0.0144,4.7082,1.3263,3.7188,5.5865,-2.849,0.7279,-3.586,5.5176,-0.6474,2.0023,1.6912,3.7509,5.271,5.2578,-1.4705,4.9631,-6.7559,-0.8732,6.6467,1.74,5.2957,4.1874,6.2108,3.4426,0.3422,0.4438,2.6039,5.3326,5.0422,3.7765,3.2679,2.8197,7.8484,4.1488,3.9712,5.5686,3.9157,5.1056,0.0643,5.7125,-2.2323,5.2146,7.4236,3.6397,-0.3465,6.8177,0.036465472,-0.012826586,0.013591133
TRAIN_0458,4.0743,3.7691,1.1941,4.2561,-2.4634,5.9287,4.0398,3.814,3.8559,3.4606,3.3549,-1.6463,0.5621,4.887,1.9091,4.3916,5.1467,-6.8557,-0.5519,-1.0744,5.402,0.0146,1.3092,1.9929,3.873,4.8929,6.0637,-5.2708,5.6474,-1.1833,-1.241,6.4258,-1.7264,5.471,2.9945,6.9177,3.1763,0.0146,1.4343,0.2632,4.8198,4.8083,4.8546,1.6873,3.3598,8.3227,4.5231,2.6737,5.8981,4.0489,4.775,-0.2558,4.3665,-0.0102,6.0532,6.2627,0.8654,2.0482,8.1424,0.037336957,-0.000883401,0.02743806
TRAIN_0459,5.9801,3.5331,1.6023,4.0823,-1.5261,5.8623,2.8126,3.8314,2.785,4.2597,2.0094,0.2502,1.033,4.5363,1.581,4.2674,4.5206,-4.7588,-1.466,-2.8328,5.4558,-1.0146,1.2367,-1.5261,2.9008,5.663,4.8363,-0.8139,6.0943,-5.4958,1.3909,6.7947,1.6162,5.3609,4.3534,6.0987,3.6292,0.9136,3.2867,-0.3942,4.5536,4.5354,4.2372,8.4944,3.3169,7.7151,4.2541,2.7973,5.3076,3.3062,4.7831,3.1421,5.7618,-1.2478,5.1302,6.9262,3.9101,1.5952,7.3129,0.041671903,-0.020008415,0.03373852
TRAIN_0460,5.116,2.9524,2.9151,3.5334,-1.5923,5.9519,2.1727,3.6467,4.2851,2.5448,1.1152,-2.5031,0.3043,4.8855,1.5639,1.9111,4.7483,-4.825,-3.4465,-2.392,5.7481,0.1659,1.8671,2.3942,4.4469,4.8033,5.7888,-5.562,5.3881,-1.8615,-0.9571,6.1071,-0.6712,4.9242,4.0161,6.5991,3.465,-1.2162,3.786,1.5844,4.684,4.4992,3.6287,0.9668,4.0435,8.3274,4.6879,4.7422,4.8364,4.0968,4.83,-2.1025,5.5833,1.1705,5.5191,5.1554,2.7157,1.1338,6.8482,0.02571307,-0.011025842,0.012380091
TRAIN_0461,5.5522,3.8169,5.1473,3.5908,-2.4016,6.6462,1.0402,3.3936,5.5699,6.4788,-0.3778,0.4057,-0.0417,5.6329,0.1993,4.3771,6.7939,-4.7236,-1.9162,-3.9866,5.0117,-0.5806,-0.0797,0.9299,3.1773,3.8143,6.1362,-6.3085,4.7338,-0.0797,-0.8823,6.5477,2.5649,4.522,4.9471,6.7644,3.6355,0.7249,-0.0047,0.7895,6.0333,4.9185,4.3893,5.7314,3.4413,8.0271,4.8745,5.638,7.5792,2.7974,4.1188,0.6802,5.4871,-0.5272,5.4683,8.1761,2.5526,0.1344,7.2614,0.055383008,-0.024547148,0.065552257
TRAIN_0462,5.7017,2.3178,0.2584,1.9385,-2.7521,5.5906,0.9996,4.08,4.0377,3.2884,2.3328,1.1204,-1.3477,4.811,2.7207,0.5441,4.3447,-4.5177,-0.9569,-2.316,4.8342,-0.7735,1.5311,1.6563,3.8909,4.0499,5.2369,-3.3802,6.0248,-5.2546,0.3601,6.8154,-2.7521,6.3333,3.6947,6.842,2.3228,-3.1392,3.2624,2.7547,4.5819,4.5141,3.0926,2.4249,3.3063,7.6709,4.4533,3.1073,4.6923,4.5671,4.7984,-1.7952,4.4313,-6.8396,6.3138,4.3171,3.9621,-0.1531,8.0213,-0.002796717,-0.042900645,0.019642441
TRAIN_0463,3.7595,1.6722,3.0708,5.08,-4.2653,5.923,0.9217,3.8199,3.7908,4.1289,3.6322,-1.7872,1.447,4.696,0.3111,4.9043,5.6302,-3.6132,-1.6463,-2.8247,4.2745,-0.4727,0.5784,0.3786,2.7807,4.5435,5.5683,-7.0726,4.7295,-2.4288,0.7283,6.3279,0.395,5.3592,3.1907,6.6398,3.1036,0.3452,0.3786,1.3745,4.5109,5.1353,4.0841,4.074,2.4212,7.3679,4.1865,3.1234,5.768,3.9323,4.3531,-0.3044,4.8301,-1.0953,5.9479,5.8944,2.0998,-0.0614,7.2849,0.015220352,-0.018101086,0.026171122
TRAIN_0464,5.3319,1.8085,3.5828,3.7502,-4.4583,7.3677,-1.7358,4.0878,3.8427,5.1531,1.86,-5.1953,0.7196,-0.3045,-0.8976,4.2662,4.8257,-4.4583,-0.9473,-3.3208,4.7399,0.5861,-0.4764,-6.7802,3.6741,4.5888,4.2649,1.084,4.3407,-1.7358,-0.3373,7.129,1.3746,5.4405,4.874,6.2837,3.9228,3.2127,1.6078,0.8851,5.6983,4.2006,4.4371,8.8009,2.2056,7.2391,4.8414,5.3881,6.9007,3.5247,5.246,0.7667,4.0754,-0.7141,5.525,6.0639,3.9688,0.5861,7.5371,0.035542301,-0.008306861,0.020893578
TRAIN_0465,5.6023,2.0469,3.2327,5.2508,-2.0979,5.7958,2.8466,4.0878,4.4142,2.9614,2.7669,2.5015,-0.4168,5.0374,2.5218,6.3588,5.6311,-4.634,-2.8685,-3.2555,5.8042,1.219,1.9298,2.7358,3.6034,4.4999,4.6983,-4.634,5.596,-2.0017,-0.4168,7.2213,3.0651,6.2282,3.9305,6.6506,4.4369,-0.7661,1.2289,0.5755,5.5669,3.9637,3.2956,2.1552,3.849,8.0715,4.5494,3.7626,7.1096,4.042,4.0602,0.8833,4.4088,-2.8685,6.3954,6.9909,1.3615,0.6661,7.8174,0.038707266,-0.032784794,0.046012527
TRAIN_0466,6.0813,3.1517,3.8962,4.5896,-3.9204,6.0697,0.6579,4.1653,4.9065,4.4513,2.3042,1.5281,2.7908,4.0815,2.2869,7.7257,4.9206,-3.0028,-1.961,-3.9204,4.2423,0.6845,0.1481,-1.309,3.9791,4.074,4.3217,-1.8809,4.8809,-1.3624,0.2406,6.8257,1.0946,5.6021,4.1487,6.3972,3.1683,4.0319,2.3296,0.1289,4.3717,4.3696,4.3707,3.0784,2.7473,7.2408,4.3407,4.6915,5.452,4.2468,4.1688,2.3212,5.6648,-1.309,5.4428,7.101,0.5463,3.9952,7.2337,0.054622422,-0.022724326,-0.015898735
TRAIN_0467,6.1774,1.895,2.8937,4.7176,-3.7877,6.4128,2.9014,3.7093,4.5371,4.838,1.8,0.0475,0.474,4.2935,2.1896,4.2622,4.3781,-5.6622,0.7697,-2.9992,6.3573,0.5277,3.2774,-1.0974,3.8751,4.6313,4.9049,-0.8721,5.4776,-1.4142,-0.3046,7.0939,2.1602,5.8527,4.4485,6.6181,3.2833,5.382,3.3027,0.7244,4.7887,3.607,3.8673,4.2077,3.7801,7.7181,5.6161,4.2857,6.637,3.2813,5.1293,3.5036,5.2002,-2.6033,5.8639,5.4903,2.4164,0.4876,6.8331,0.018808969,0.027522683,0.034742147
